player_ID,name,country,dob,gender,height,ranking_points,weight
105777,Grigor Dimitrov,BUL,1991-01-01 00:04:00,m,188,2035,84.8256
105453,Kei Nishikori,JPN,1990-01-01 00:00:00,m,178,4905,76.0416
105683,Milos Raonic,CAN,1991-01-01 00:00:00,m,196,5450,92.1984
104527,Stanislas Wawrinka,SUI,1985-01-01 00:02:00,m,183,5315,80.3736
104745,Rafael Nadal,ESP,1986-01-01 00:04:00,m,185,3300,82.14
106233,Dominic Thiem,AUT,1993-01-01 00:07:00,m,,3415,
111442,Jordan Thompson,AUS,1994-01-01 00:03:00,m,,689,
106378,Kyle Edmund,GBR,1995-01-01 00:00:00,m,,1001,
106043,Diego Sebastian Schwartzman,ARG,1992-01-01 00:06:00,m,,864,
104999,Mischa Zverev,GER,1987-01-01 00:06:00,m,190,874,86.64
105032,Samuel Groth,AUS,1987-01-01 00:08:00,m,,320,
103917,Nicolas Mahut,FRA,1982-01-01 00:01:00,m,190,1102,86.64
103970,David Ferrer,ESP,1982-01-01 00:02:00,m,175,1785,73.5
111577,Jared Donaldson,USA,1996-01-01 00:08:00,m,,570,
106298,Lucas Pouille,FRA,1994-01-01 00:01:00,m,,2156,
104678,Viktor Troicki,SRB,1986-01-01 00:01:00,m,193,1385,89.3976
105138,Roberto Bautista Agut,ESP,1988-01-01 00:03:00,m,,2350,
106421,Daniil Medvedev,RUS,1996-01-01 00:01:00,m,,611,
104534,Dudi Sela,ISR,1985-01-01 00:03:00,m,175,616,73.5
105332,Benoit Paire,FRA,1989-01-01 00:03:00,m,196,960,92.1984
106075,Jozef Kovalik,SVK,1992-01-01 00:08:00,m,,501,
105077,Albert Ramos,ESP,1988-01-01 00:00:00,m,188,1435,84.8256
105379,Aljaz Bedene,GBR,1989-01-01 00:05:00,m,181,592,78.6264
104022,Mikhail Youzhny,RUS,1982-01-01 00:05:00,m,183,826,80.3736
104229,Yen Hsun Lu,TPE,1983-01-01 00:06:00,m,180,754,77.76
104327,Steve Darcis,BEL,1984-01-01 00:02:00,m,178,658,76.0416
111202,Hyeon Chung,KOR,1996-01-01 00:04:00,m,,571,
106026,Yuki Bhambri,IND,1992-01-01 00:05:00,m,183,83,80.3736
105952,Renzo Olivo,ARG,1992-01-01 00:02:00,m,,670,
104297,Rogerio Dutra Silva,BRA,1984-01-01 00:01:00,m,178,613,76.0416
104925,Novak Djokovic,SRB,1987-01-01 00:04:00,m,188,11780,84.8256
104918,Andy Murray,GBR,1987-01-01 00:04:00,m,190,12410,86.64
104607,Tomas Berdych,CZE,1985-01-01 00:07:00,m,196,3060,92.1984
104269,Fernando Verdasco,ESP,1983-01-01 00:09:00,m,188,1035,84.8256
104597,Nicolas Almagro,ESP,1985-01-01 00:06:00,m,183,1013,80.3736
104542,Jo Wilfried Tsonga,FRA,1985-01-01 00:03:00,m,188,2550,84.8256
103333,Ivo Karlovic,CRO,1979-01-01 00:02:00,m,208,1795,103.8336
103285,Radek Stepanek,CZE,1978-01-01 00:09:00,m,185,558,82.14
105589,Gerald Melzer,AUT,1990-01-01 00:05:00,m,,728,
104259,Philipp Kohlschreiber,GER,1983-01-01 00:08:00,m,178,1325,76.0416
106210,Jiri Vesely,CZE,1993-01-01 00:05:00,m,,848,
104460,Dustin Brown,GER,1984-01-01 00:09:00,m,196,710,92.1984
111575,Karen Khachanov,RUS,1996-01-01 00:04:00,m,,863,
105676,David Goffin,BEL,1990-01-01 00:09:00,m,163,2750,63.7656
105963,Arthur De Greef,BEL,1992-01-01 00:02:00,m,,456,
104547,Horacio Zeballos,ARG,1985-01-01 00:03:00,m,188,722,84.8256
106058,Jack Sock,USA,1992-01-01 00:07:00,m,185,1710,82.14
105311,Joao Sousa,POR,1989-01-01 00:02:00,m,,1030,
104571,Marcos Baghdatis,CYP,1985-01-01 00:04:00,m,183,1140,80.3736
105449,Steve Johnson,USA,1990-01-01 00:00:00,m,188,1320,84.8256
104898,Robin Haase,NED,1987-01-01 00:02:00,m,190,795,86.64
104871,Jeremy Chardy,FRA,1987-01-01 00:01:00,m,188,705,84.8256
104545,John Isner,USA,1985-01-01 00:03:00,m,206,1850,101.8464
104460,Dustin Brown,GER,1984-01-01 00:09:00,m,196,718,92.1984
105454,Brydan Klein,AUS,1990-01-01 00:00:00,m,183,148,80.3736
103852,Feliciano Lopez,ESP,1981-01-01 00:07:00,m,188,1410,84.8256
105992,Ryan Harrison,USA,1992-01-01 00:03:00,m,183,632,80.3736
104229,Yen Hsun Lu,TPE,1983-01-01 00:06:00,m,180,774,77.76
104291,Malek Jaziri,TUN,1984-01-01 00:00:00,m,185,814,82.14
104180,Gilles Muller,LUX,1983-01-01 00:03:00,m,193,1255,89.3976
105554,Daniel Evans,GBR,1990-01-01 00:04:00,m,175,736,73.5
105723,Andrey Kuznetsov,RUS,1991-01-01 00:01:00,m,185,935,82.14
106233,Dominic Thiem,AUT,1993-01-01 00:06:00,m,,3415,
105807,Pablo Carreno Busta,ESP,1991-01-01 00:05:00,m,,1370,
104655,Pablo Cuevas,URU,1986-01-01 00:00:00,m,180,1780,77.76
105671,Gastao Elias,POR,1990-01-01 00:09:00,m,178,675,76.0416
104719,Marcel Granollers,ESP,1986-01-01 00:03:00,m,190,1136,86.64
104999,Mischa Zverev,GER,1987-01-01 00:06:00,m,190,884,86.64
200282,Alex De Minaur,AUS,1999-01-01 00:01:00,m,,144,
111442,Jordan Thompson,AUS,1994-01-01 00:03:00,m,,699,
103893,Paolo Lorenzi,ITA,1981-01-01 00:09:00,m,183,1090,80.3736
105881,Matthew Barton,AUS,1991-01-01 00:09:00,m,,282,
103917,Nicolas Mahut,FRA,1982-01-01 00:00:00,m,190,1122,86.64
104918,Andy Murray,GBR,1987-01-01 00:03:00,m,190,12560,86.64
126094,Andrey Rublev,RUS,1997-01-01 00:08:00,m,,383,
200282,Alex De Minaur,AUS,1999-01-01 00:01:00,m,,164,
105023,Sam Querrey,USA,1987-01-01 00:07:00,m,198,1355,94.0896
104999,Mischa Zverev,GER,1987-01-01 00:06:00,m,190,894,86.64
104291,Malek Jaziri,TUN,1984-01-01 00:00:00,m,185,824,82.14
122330,Alexander Bublik,RUS,1997-01-01 00:04:00,m,,268,
105992,Ryan Harrison,USA,1992-01-01 00:03:00,m,183,664,80.3736
111511,Noah Rubin,USA,1996-01-01 00:01:00,m,,274,
103819,Roger Federer,SUI,1981-01-01 00:06:00,m,185,1980,82.14
105041,Lukas Lacko,SVK,1987-01-01 00:08:00,m,185,486,82.14
104534,Dudi Sela,ISR,1985-01-01 00:02:00,m,175,731,73.5
105453,Kei Nishikori,JPN,1990-01-01 00:00:00,m,178,5010,76.0416
104527,Stanislas Wawrinka,SUI,1985-01-01 00:02:00,m,183,5155,80.3736
105449,Steve Johnson,USA,1989-01-01 00:09:00,m,188,1390,84.8256
103893,Paolo Lorenzi,ITA,1981-01-01 00:09:00,m,183,1033,80.3736
104678,Viktor Troicki,SRB,1986-01-01 00:01:00,m,193,1225,89.3976
106043,Diego Sebastian Schwartzman,ARG,1992-01-01 00:06:00,m,,867,
104327,Steve Darcis,BEL,1984-01-01 00:02:00,m,178,707,76.0416
104312,Andreas Seppi,ITA,1984-01-01 00:01:00,m,190,635,86.64
106401,Nick Kyrgios,AUS,1995-01-01 00:03:00,m,,2460,
104542,Jo Wilfried Tsonga,FRA,1985-01-01 00:02:00,m,188,2505,84.8256
105583,Dusan Lajovic,SRB,1990-01-01 00:05:00,m,180,627,77.76
111575,Karen Khachanov,RUS,1996-01-01 00:03:00,m,,875,
106058,Jack Sock,USA,1992-01-01 00:07:00,m,185,1810,82.14
106071,Bernard Tomic,AUS,1992-01-01 00:08:00,m,193,1420,89.3976
103607,Victor Estrella,DOM,1980-01-01 00:05:00,m,173,586,71.8296
105554,Daniel Evans,GBR,1990-01-01 00:03:00,m,175,886,73.5
105227,Marin Cilic,CRO,1988-01-01 00:07:00,m,198,3605,94.0896
104792,Gael Monfils,FRA,1986-01-01 00:06:00,m,193,3625,89.3976
105238,Alexandr Dolgopolov,UKR,1988-01-01 00:08:00,m,180,715,77.76
105385,Donald Young,USA,1989-01-01 00:05:00,m,183,651,80.3736
104259,Philipp Kohlschreiber,GER,1983-01-01 00:07:00,m,178,1325,76.0416
100644,Alexander Zverev,GER,1997-01-01 00:03:00,m,,1655,
126207,Francis Tiafoe,USA,1998-01-01 00:00:00,m,,550,
104571,Marcos Baghdatis,CYP,1985-01-01 00:04:00,m,183,1210,80.3736
104745,Rafael Nadal,ESP,1986-01-01 00:04:00,m,185,3195,82.14
105138,Roberto Bautista Agut,ESP,1988-01-01 00:02:00,m,,2350,
106415,Yoshihito Nishioka,JPN,1995-01-01 00:07:00,m,,602,
124014,Ernesto Escobedo,USA,1996-01-01 00:05:00,m,,455,
103970,David Ferrer,ESP,1982-01-01 00:02:00,m,175,1740,73.5
104468,Gilles Simon,FRA,1984-01-01 00:09:00,m,183,1585,80.3736
104297,Rogerio Dutra Silva,BRA,1984-01-01 00:00:00,m,178,600,76.0416
104180,Gilles Muller,LUX,1983-01-01 00:03:00,m,193,1415,89.3976
105683,Milos Raonic,CAN,1990-01-01 00:09:00,m,196,5290,92.1984
104926,Fabio Fognini,ITA,1987-01-01 00:03:00,m,178,945,76.0416
103333,Ivo Karlovic,CRO,1979-01-01 00:01:00,m,208,1795,103.8336
106225,Andrew Whittington,AUS,1993-01-01 00:06:00,m,,289,
103285,Radek Stepanek,CZE,1978-01-01 00:09:00,m,185,595,82.14
105777,Grigor Dimitrov,BUL,1991-01-01 00:03:00,m,188,2135,84.8256
111202,Hyeon Chung,KOR,1996-01-01 00:03:00,m,,583,
104122,Carlos Berlocq,ARG,1983-01-01 00:00:00,m,183,632,80.3736
104755,Richard Gasquet,FRA,1986-01-01 00:04:00,m,185,1885,82.14
106378,Kyle Edmund,GBR,1995-01-01 00:00:00,m,,989,
104797,Denis Istomin,UZB,1986-01-01 00:06:00,m,188,498,84.8256
