match_ID,best_of,round_num,tournament_ID
1162889746492108400,3,F,2016-M020
1162890746505108383,3,SF,2016-M020
1162890746505108382,3,SF,2016-M020
1162890746505108369,3,QF,2016-M020
1162890746505108368,3,QF,2016-M020
1162890746505108371,3,QF,2016-M020
1162890746505108370,3,QF,2016-M020
1162890746505108373,3,R16,2016-M020
1162890746505108372,3,R16,2016-M020
1162890746505108375,3,R16,2016-M020
1162890746505108374,3,R16,2016-M020
1162890746506108376,3,R16,2016-M020
1162890746506108377,3,R16,2016-M020
1162890746506108374,3,R16,2016-M020
1162890746506108375,3,R16,2016-M020
1162890746506108373,3,R32,2016-M020
1162890746506108370,3,R32,2016-M020
1162890746506108371,3,R32,2016-M020
1162890746506108369,3,R32,2016-M020
1162890746491108405,3,R32,2016-M020
1162890746491108404,3,R32,2016-M020
1162890746491108411,3,R32,2016-M020
1162890746491108410,3,R32,2016-M020
1162890746491108409,3,R32,2016-M020
1162890746491108415,3,R32,2016-M020
1162890746491108414,3,R32,2016-M020
1162890746491108413,3,R32,2016-M020
2680331193279018033,3,F,2016-0891
2680330193266017946,3,SF,2016-0891
2680330193266017947,3,SF,2016-0891
2680330193266017940,3,QF,2016-0891
2680330193266017941,3,QF,2016-0891
2680330193266017942,3,QF,2016-0891
2680330193266017943,3,QF,2016-0891
2680330193266017936,3,R16,2016-0891
2680330193266017937,3,R16,2016-0891
2680330193266017938,3,R16,2016-0891
2680330193266017939,3,R16,2016-0891
2680330193265017945,3,R16,2016-0891
2680330193265017944,3,R16,2016-0891
2680330193265017943,3,R16,2016-0891
2680330193265017942,3,R16,2016-0891
2680330193265017940,3,R32,2016-0891
2680330193265017939,3,R32,2016-0891
2680330193265017938,3,R32,2016-0891
2680330193265017936,3,R32,2016-0891
2680330193272018036,3,R32,2016-0891
2680330193272018037,3,R32,2016-0891
2680330193272018042,3,R32,2016-0891
2680330193272018043,3,R32,2016-0891
2680330193272018040,3,R32,2016-0891
2680330193272018046,3,R32,2016-0891
2680330193272018047,3,R32,2016-0891
2680330193272018044,3,R32,2016-0891
6283045189200445913,3,F,2016-0451
6283044189203445890,3,SF,2016-0451
6283044189203445891,3,SF,2016-0451
6283044189203445900,3,QF,2016-0451
6283044189203445901,3,QF,2016-0451
6283044189203445902,3,QF,2016-0451
6283044189203445903,3,QF,2016-0451
6283044189203445896,3,R16,2016-0451
6283044189203445897,3,R16,2016-0451
6283044189203445898,3,R16,2016-0451
6283044189203445899,3,R16,2016-0451
6283044189202445889,3,R16,2016-0451
6283044189202445888,3,R16,2016-0451
6283044189202445903,3,R16,2016-0451
6283044189202445902,3,R16,2016-0451
6283044189202445901,3,R32,2016-0451
6283044189202445900,3,R32,2016-0451
6283044189202445899,3,R32,2016-0451
6283044189202445898,3,R32,2016-0451
6283044189202445897,3,R32,2016-0451
6283044189202445896,3,R32,2016-0451
6283044189193445932,3,R32,2016-0451
6283044189193445933,3,R32,2016-0451
6283044189193445922,3,R32,2016-0451
6283044189193445923,3,R32,2016-0451
6283044189193445920,3,R32,2016-0451
6283044189193445921,3,R32,2016-0451
6283044189193445926,3,R32,2016-0451
6283044189193445927,3,R32,2016-0451
6283044189193445924,3,R32,2016-0451
6283044189193445925,3,R32,2016-0451
-3052201248830370919,3,F,2016-0301
-3052202248827370942,3,SF,2016-0301
-3052202248827370941,3,SF,2016-0301
-3052202248827370932,3,QF,2016-0301
-3052202248827370931,3,QF,2016-0301
-3052202248827370930,3,QF,2016-0301
-3052202248827370929,3,QF,2016-0301
-3052202248827370936,3,R16,2016-0301
-3052202248827370935,3,R16,2016-0301
-3052202248827370934,3,R16,2016-0301
-3052202248827370933,3,R16,2016-0301
-3052202248828370943,3,R16,2016-0301
-3052202248828370944,3,R16,2016-0301
-3052202248828370929,3,R16,2016-0301
-3052202248828370930,3,R16,2016-0301
-3052202248828370932,3,R32,2016-0301
-3052202248828370933,3,R32,2016-0301
-3052202248828370934,3,R32,2016-0301
-3052202248828370936,3,R32,2016-0301
-3052202248837370900,3,R32,2016-0301
-3052202248837370899,3,R32,2016-0301
-3052202248837370910,3,R32,2016-0301
-3052202248837370909,3,R32,2016-0301
-3052202248837370912,3,R32,2016-0301
-3052202248837370906,3,R32,2016-0301
-3052202248837370905,3,R32,2016-0301
-3052202248837370908,3,R32,2016-0301
4155502336519315485,3,F,2016-M001
4155501336506315510,3,SF,2016-M001
4155501336506315511,3,SF,2016-M001
4155501336506315512,3,QF,2016-M001
4155501336506315513,3,QF,2016-M001
4155501336506315514,3,QF,2016-M001
4155501336506315515,3,QF,2016-M001
4155501336506315516,3,R16,2016-M001
4155501336506315517,3,R16,2016-M001
4155501336506315518,3,R16,2016-M001
4155501336506315519,3,R16,2016-M001
4155501336505315509,3,R16,2016-M001
4155501336505315508,3,R16,2016-M001
4155501336505315515,3,R16,2016-M001
4155501336505315514,3,R16,2016-M001
4155501336505315512,3,R32,2016-M001
4155501336505315519,3,R32,2016-M001
4155501336505315518,3,R32,2016-M001
4155501336505315516,3,R32,2016-M001
4155501336520315480,3,R32,2016-M001
4155501336520315481,3,R32,2016-M001
4155501336520315478,3,R32,2016-M001
4155501336520315479,3,R32,2016-M001
4155501336520315476,3,R32,2016-M001
4155501336520315474,3,R32,2016-M001
4155501336520315475,3,R32,2016-M001
4155501336520315472,3,R32,2016-M001
-6458796606230881547,5,R128,2016-580
-6458796606230881548,5,R128,2016-580
-6458796606230881545,5,R128,2016-580
-6458796606230881546,5,R128,2016-580
-6458796606230881551,5,R128,2016-580
-6458796606230881552,5,R128,2016-580
-6458796606230881549,5,R128,2016-580
-6458796606230881550,5,R128,2016-580
-6458796606230881539,5,R128,2016-580
-6458796606230881540,5,R128,2016-580
-6458796606229881558,5,R128,2016-580
-6458796606229881557,5,R128,2016-580
-6458796606229881560,5,R128,2016-580
-6458796606229881559,5,R128,2016-580
-6458796606229881554,5,R128,2016-580
-6458796606229881553,5,R128,2016-580
-6458796606229881556,5,R128,2016-580
-6458796606229881555,5,R128,2016-580
-6458796606229881566,5,R128,2016-580
-6458796606229881565,5,R128,2016-580
-6458796606232881549,5,R128,2016-580
-6458796606232881550,5,R128,2016-580
-6458796606232881551,5,R128,2016-580
-6458796606232881552,5,R128,2016-580
-6458796606232881545,5,R128,2016-580
-6458796606232881546,5,R128,2016-580
-6458796606232881547,5,R128,2016-580
-6458796606232881548,5,R128,2016-580
-6458796606232881541,5,R128,2016-580
-6458796606232881542,5,R128,2016-580
-6458796606231881552,5,R128,2016-580
-6458796606231881551,5,R128,2016-580
-6458796606231881550,5,R128,2016-580
-6458796606231881549,5,R128,2016-580
-6458796606231881548,5,R128,2016-580
-6458796606231881547,5,R128,2016-580
-6458796606231881546,5,R128,2016-580
-6458796606231881545,5,R128,2016-580
-6458796606231881544,5,R128,2016-580
-6458796606231881543,5,R128,2016-580
-6458796606226881567,5,R128,2016-580
-6458796606226881568,5,R128,2016-580
-6458796606226881565,5,R128,2016-580
-6458796606226881566,5,R128,2016-580
-6458796606226881563,5,R128,2016-580
-6458796606226881564,5,R128,2016-580
-6458796606226881561,5,R128,2016-580
-6458796606226881562,5,R128,2016-580
-6458796606226881559,5,R128,2016-580
-6458796606226881560,5,R128,2016-580
-6458796606225881562,5,R128,2016-580
-6458796606225881561,5,R128,2016-580
-6458796606225881564,5,R128,2016-580
-6458796606225881563,5,R128,2016-580
-6458796606225881566,5,R128,2016-580
-6458796606225881565,5,R128,2016-580
-6458796606225881568,5,R128,2016-580
-6458796606225881567,5,R128,2016-580
-6458796606225881554,5,R128,2016-580
-6458796606225881553,5,R128,2016-580
-6458796606228881553,5,R128,2016-580
-6458796606228881554,5,R128,2016-580
-6458796606228881555,5,R128,2016-580
-6458796606228881556,5,R128,2016-580
-6458796606228881557,5,R64,2016-580
-6458796606228881558,5,R64,2016-580
-6458796606228881559,5,R64,2016-580
-6458796606228881560,5,R64,2016-580
-6458796606228881561,5,R64,2016-580
-6458796606228881562,5,R64,2016-580
-6458796606227881556,5,R64,2016-580
-6458796606227881555,5,R64,2016-580
-6458796606227881554,5,R64,2016-580
-6458796606227881553,5,R64,2016-580
-6458796606227881560,5,R64,2016-580
-6458796606227881559,5,R64,2016-580
-6458796606227881558,5,R64,2016-580
-6458796606227881557,5,R64,2016-580
-6458796606227881564,5,R64,2016-580
